Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Togo,1395.451,1425.484,1441.915,1452.089,1461.523,1473.835,1490.723,1512.019,1535.971,1559.682,1580.508,1597.523,1612.761,1631.758,1662.073,1708.631,1774.02,1855.45,1945.777,2034.902,2115.522,2185.667,2247.578,2303.344,2356.62,2410.451,2464.424,2518.454,2576.293,2642.693,2720.835,2812.312,2915.618,3026.98,3140.84,3252.997,3363.04,3471.738,3577.469,3678.567,3774.31,3862.998,3945.902,4029.044,4120.615,4226.293,4348.808,4485.945,4632.451,4780.455,4924.406,5062.571,5197.04,5330.629,5467.77,5611.643,5762.881,5920.36,6083.417,6250.84,6421.674,6595.939,6773.807,6954.721,7137.997,7323.162,7509.952,7698.476,7889.095,8082.359,8278.737,8478.242
Sierra Leone,2041.201,2064.466,2088.48,2113.345,2139.09,2165.816,2193.62,2222.596,2252.841,2284.487,2317.638,2352.37,2388.759,2426.864,2466.671,2508.226,2551.58,2596.798,2644.011,2693.344,2744.89,2798.727,2854.866,2913.347,2974.105,3037.158,3102.595,3170.503,3240.841,3313.506,3388.494,3464.113,3540.164,3619.854,3707.513,3805.304,3916.685,4038.154,4156.636,4254.434,4319.763,4348.663,4347.727,4328.965,4309.78,4303.953,4312.66,4335.295,4381.484,4462.374,4584.57,4754.069,4965.77,5201.074,5433.995,5645.629,5829.24,5989.641,6133.599,6272.735,6415.636,6563.238,6712.586,6863.975,7017.153,7171.909,7328.846,7488.427,7650.149,7813.207,7976.985,8141.343
"China, Hong Kong SAR",1974.002,2057.742,2150.095,2250.713,2358.71,2472.665,2590.557,2709.845,2827.56,2940.529,3046.048,3142.572,3230.3,3311.46,3389.562,3467.22,3545.854,3624.973,3703.179,3778.181,3848.922,3913.597,3974.193,4037.791,4113.988,4208.963,4326.333,4462.399,4607.029,4745.877,4868.744,4971.693,5058.049,5133.705,5207.835,5287.023,5373.445,5464.705,5557.38,5646.276,5727.942,5800.04,5864.745,5928.336,5999.619,6084.234,6185.584,6299.912,6416.996,6522.461,6606.328,6664.775,6701.771,6724.687,6744.563,6769.579,6802.083,6840.017,6881.861,6924.642,6966.324,7006.598,7046.847,7088.78,7134.668,7185.992,7243.541,7306.315,7371.728,7436.157,7496.988,7552.8
Paraguay,1473.241,1511.85,1550.983,1590.868,1631.711,1673.667,1716.878,1761.454,1807.458,1854.966,1903.99,1954.552,2006.675,2060.34,2115.573,2172.309,2230.733,2290.797,2351.926,2413.396,2474.757,2535.877,2597.149,2659.418,2723.816,2791.236,2861.868,2935.71,3013.281,3095.151,3181.627,3272.922,3368.763,3468.533,3571.275,3676.206,3783.074,3891.725,4001.678,4112.396,4223.413,4334.348,4445.019,4555.518,4666.096,4776.838,4887.638,4998.096,5107.84,5216.346,5323.202,5428.442,5531.958,5632.983,5730.556,5824.095,5913.212,5998.43,6081.296,6163.97,6248.017,6333.981,6421.51,6510.273,6599.524,6688.746,6777.878,6867.058,6956.069,7044.639,7132.53,7219.641
Bulgaria,7250.996,7310.533,7372.016,7434.686,7497.95,7561.487,7625.194,7689.135,7753.612,7819.004,7885.607,7953.472,8022.157,8090.703,8157.834,8222.588,8284.449,8343.494,8400.012,8454.584,8507.541,8559.035,8608.66,8655.707,8699.174,8738.386,8772.556,8801.899,8828.03,8853.207,8878.787,8905.097,8930.708,8953.122,8968.909,8975.353,8972.555,8960.554,8936.652,8897.541,8841.466,8767,8676.379,8576.042,8474.822,8379.305,8291.97,8211.804,8137.669,8067.005,7997.951,7930.7,7866.242,7804.306,7744.63,7686.964,7631.02,7576.675,7524.084,7473.509,7425.011,7378.652,7334.007,7290.092,7245.648,7199.739,7151.948,7102.452,7051.61,7000.117,6948.445,6896.655
Libya,1124.519,1142.975,1163.89,1187.74,1214.823,1245.355,1279.403,1316.913,1357.732,1401.631,1448.416,1498.076,1550.815,1607.168,1667.822,1733.307,1803.689,1878.869,1958.909,2043.82,2133.527,2228.142,2327.487,2430.754,2536.895,2645.136,2754.698,2865.639,2979.102,3096.724,3219.462,3347.779,3480.443,3614.682,3746.712,3873.781,3994.601,4109.717,4220.451,4328.935,4436.663,4544.245,4650.896,4755.134,4854.871,4948.796,5036.173,5118.008,5196.774,5275.921,5357.893,5443.249,5531.097,5620.545,5710.163,5798.615,5886.874,5974.786,6058.74,6133.987,6197.667,6247.438,6285.751,6320.35,6362.039,6418.315,6492.16,6580.723,6678.565,6777.453,6871.287,6958.538
Lebanon,1334.617,1358.226,1392.73,1434.848,1481.968,1532.12,1584.039,1637.13,1691.382,1747.168,1804.935,1864.613,1925.295,1984.999,2041.231,2092.374,2136.617,2174.732,2210.769,2250.454,2297.436,2354.046,2417.837,2481.943,2536.772,2575.746,2596.409,2601.734,2597.202,2590.911,2588.928,2594.299,2606.148,2622.072,2638.056,2651.992,2660.873,2667.957,2684.682,2726.438,2803.032,2921.7,3076.133,3246.129,3403.359,3528.379,3610.663,3658.425,3693.514,3747.762,3842.774,3990.999,4182.205,4388.378,4569.377,4698.761,4759.76,4767.347,4764.745,4813.026,4953.064,5202.022,5537.62,5913.016,6261.046,6532.681,6714.281,6819.373,6859.408,6855.709,6825.442,6769.151
Nicaragua,1294.994,1332.046,1372.102,1414.94,1460.348,1508.103,1557.961,1609.647,1662.905,1717.468,1773.132,1829.772,1887.426,1946.24,2006.478,2068.379,2131.973,2197.303,2264.623,2334.285,2406.523,2481.345,2558.705,2638.699,2721.417,2806.859,2894.967,2985.48,3077.861,3171.404,3265.52,3360.142,3455.129,3549.711,3642.978,3734.343,3823.133,3909.672,3995.529,4082.958,4173.435,4267.57,4364.514,4462.496,4559.01,4652.185,4741.571,4827.658,4910.642,4991.041,5069.31,5145.367,5219.324,5292.115,5364.93,5438.692,5513.757,5590.066,5667.436,5745.538,5824.058,5903.035,5982.53,6062.462,6142.734,6223.234,6303.97,6384.843,6465.502,6545.503,6624.554,6702.379
Kyrgyzstan,1740.005,1765.557,1795.141,1828.202,1864.497,1904.069,1947.222,1994.559,2046.913,2105.187,2170.091,2241.761,2319.45,2401.462,2485.425,2569.448,2653.05,2736.074,2817.324,2895.538,2969.857,3039.759,3105.533,3168.293,3229.683,3291.074,3352.615,3414.33,3477.224,3542.511,3610.974,3682.66,3757.168,3834.14,3913.018,3993.077,4075.144,4158.584,4239.283,4311.856,4372.885,4419.627,4454.192,4483.844,4518.808,4566.096,4629.403,4705.651,4786.772,4861.121,4920.712,4962.839,4991.478,5013.538,5038.995,5075.34,5124.379,5184.384,5254.969,5334.708,5422.298,5517.927,5621.583,5731.312,5844.521,5959.126,6074.327,6189.727,6304.025,6415.851,6524.191,6628.347
El Salvador,2199.903,2237.778,2280.443,2327.374,2378.242,2432.877,2491.249,2553.506,2619.901,2690.747,2766.319,2846.601,2931.187,3019.224,3109.571,3201.31,3293.954,3387.384,3481.624,3576.834,3673.066,3770.06,3867.31,3964.273,4060.255,4154.689,4247.508,4338.451,4426.679,4511.127,4591.135,4666.361,4737.256,4804.936,4871.041,4936.803,5002.339,5067.531,5133.273,5200.608,5270.074,5342.19,5416.327,5490.478,5561.916,5628.602,5689.943,5746.288,5797.764,5844.834,5887.93,5927.001,5962.139,5994.075,6023.801,6052.124,6079.395,6105.81,6131.767,6157.678,6183.877,6210.567,6237.922,6266.076,6295.124,6325.121,6356.137,6388.124,6420.74,6453.55,6486.201,6518.5
Turkmenistan,1210.998,1231.825,1258.381,1289.831,1325.43,1364.638,1406.988,1452.178,1500.013,1550.416,1603.254,1658.364,1715.408,1773.854,1833.065,1892.596,1952.144,2011.762,2071.793,2132.8,2195.165,2258.965,2324.019,2390.212,2457.379,2525.374,2594.315,2664.262,2734.899,2805.817,2876.809,2947.783,3019.064,3091.51,3166.215,3244.024,3324.462,3407.31,3493.892,3585.867,3683.978,3789.188,3899.843,4010.789,4115.105,4207.841,4287.337,4355.125,4413.477,4466.133,4516.128,4564.087,4610.018,4655.752,4703.396,4754.652,4810.114,4870.142,4935.765,5007.953,5087.211,5174.076,5267.906,5366.376,5466.324,5565.283,5662.371,5757.667,5850.902,5942.094,6031.187,6117.933
Denmark (and dependencies),4322.776,4363.922,4401.792,4436.637,4468.898,4499.103,4527.937,4556.216,4584.885,4614.863,4646.953,4681.577,4718.593,4757.271,4796.47,4835.269,4873.369,4910.817,4947.298,4982.551,5016.324,5048.41,5078.532,5106.378,5131.492,5153.598,5172.767,5189.028,5202.097,5211.594,5217.463,5219.605,5218.605,5215.924,5213.478,5212.765,5214.246,5217.993,5224.155,5232.809,5243.997,5257.812,5274.257,5292.869,5312.999,5334.144,5356.311,5379.375,5402.425,5424.251,5444.107,5461.394,5476.551,5491.114,5507.222,5526.381,5549.054,5574.673,5602.389,5630.932,5659.29,5687.35,5715.229,5742.465,5768.547,5793.128,5815.927,5837.076,5857.193,5877.214,5897.84,5919.223
Singapore,1022.095,1067.797,1119.932,1177.58,1239.692,1305.103,1372.516,1440.49,1507.544,1572.174,1633.133,1689.6,1741.457,1789.374,1834.517,1877.826,1919.274,1958.735,1996.87,2034.514,2072.284,2110.958,2150.498,2189.609,2226.377,2259.721,2288.86,2314.988,2341.401,2372.594,2411.69,2460.503,2517.983,2580.915,2644.495,2705.537,2762.442,2816.974,2873.279,2937.277,3012.968,3101.144,3199.642,3305.801,3415.701,3525.964,3638.177,3752.131,3860.721,3954.741,4028.872,4077.15,4104.407,4129.227,4177.202,4265.693,4402.324,4578.629,4775.81,4966.614,5131.17,5263.64,5369.469,5453.732,5525.628,5592.143,5653.625,5708.042,5757.503,5804.343,5850.343,5896.684
Denmark,4268.281,4308.917,4346.187,4380.305,4411.662,4440.779,4468.35,4495.215,4522.337,4550.683,4581.099,4614.027,4649.341,4686.269,4723.623,4760.461,4796.481,4831.75,4866.069,4899.289,4931.239,4961.759,4990.551,5017.247,5041.413,5062.731,5081.262,5097.049,5109.693,5118.711,5123.945,5125.296,5123.349,5119.607,5116.055,5114.25,5114.645,5117.282,5122.442,5130.362,5141.117,5154.906,5171.654,5190.745,5211.334,5232.709,5254.857,5277.713,5300.38,5321.771,5341.192,5358.059,5372.798,5386.968,5402.754,5421.701,5444.293,5469.92,5497.731,5526.389,5554.849,5582.98,5610.909,5638.152,5664.199,5688.695,5711.346,5732.277,5752.131,5771.877,5792.203,5813.302
Finland,4008.292,4050.488,4096.559,4144.309,4191.971,4238.274,4282.376,4323.916,4362.911,4399.668,4434.593,4467.763,4498.821,4526.738,4550.25,4568.604,4581.115,4588.66,4594.021,4601.033,4612.365,4629.371,4651.174,4675.45,4698.782,4718.744,4734.432,4746.929,4758.256,4771.341,4788.247,4809.807,4835.102,4862.171,4888.197,4911.22,4930.342,4946.368,4961.097,4977.118,4996.22,5019.134,5044.928,5071.782,5097.09,5119.012,5136.984,5151.74,5164.236,5175.921,5187.953,5200.475,5213.368,5227.106,5242.175,5258.933,5277.49,5297.741,5319.452,5342.266,5365.784,5390.036,5414.769,5438.984,5461.41,5481.128,5497.714,5511.372,5522.585,5532.159,5540.718,5548.361
Congo,827.246,842.483,858.407,875.106,892.633,911.033,930.381,950.719,972.1,994.599,1018.254,1043.119,1069.236,1096.638,1125.354,1155.389,1186.782,1219.547,1253.761,1289.519,1326.894,1365.891,1406.51,1448.632,1492.055,1536.658,1582.361,1629.218,1677.326,1726.865,1777.932,1830.629,1884.873,1940.454,1996.994,2054.308,2112.359,2171.319,2231.462,2293.161,2356.74,2422.312,2489.945,2559.88,2632.345,2707.532,2785.815,2867.283,2951.651,3038.432,3127.42,3217.93,3310.376,3406.915,3510.468,3622.775,3745.143,3876.123,4011.487,4145.4,4273.738,4394.842,4510.197,4622.757,4736.965,4856.093,4980.996,5110.701,5244.363,5380.504,5518.092,5657.017
Slovakia,3436.576,3510.922,3587.655,3664.913,3741.206,3815.396,3886.744,3954.855,4019.642,4081.313,4140.128,4196.169,4249.208,4298.59,4343.459,4383.446,4418.201,4448.551,4476.829,4506.152,4538.843,4575.562,4615.834,4659.278,4705.102,4752.537,4801.74,4852.494,4903.206,4951.789,4996.73,5037.339,5073.882,5106.983,5137.69,5166.787,5194.302,5219.967,5244.036,5266.805,5288.455,5309.229,5329.029,5347.212,5362.894,5375.47,5384.792,5391.202,5395.253,5397.709,5399.207,5399.995,5400.124,5399.844,5399.374,5398.962,5398.674,5398.693,5399.362,5401.149,5404.293,5408.932,5414.894,5421.721,5428.798,5435.614,5442.001,5447.903,5453.017,5457.012,5459.643,5460.726
Norway,3265.274,3300.751,3334.477,3367.054,3398.913,3430.335,3461.518,3492.445,3523.049,3553.129,3582.508,3611.139,3639.213,3667.113,3695.417,3724.457,3754.354,3784.867,3815.641,3846.177,3876.049,3905.274,3933.726,3960.805,3985.735,4008.026,4027.475,4044.335,4059.186,4072.875,4086.07,4098.974,4111.65,4124.588,4138.265,4153.111,4169.318,4186.972,4205.959,4226.116,4247.286,4269.465,4292.685,4316.79,4341.616,4366.996,4393.217,4420.266,4447.485,4474.008,4499.375,4523.139,4546.017,4570.096,4598.21,4632.359,4672.986,4719.403,4771.014,4826.847,4885.878,4948.335,5013.716,5079.46,5142.269,5199.827,5250.95,5296.324,5337.96,5378.859,5421.242,5465.629
Oman,456.41,462.255,469.346,477.443,486.315,495.825,505.888,516.468,527.591,539.32,551.735,564.891,578.827,593.498,608.89,625.006,642.007,660.117,679.592,700.725,723.842,748.968,776.385,806.985,841.952,882.038,927.434,977.804,1032.797,1091.858,1154.373,1220.578,1290.121,1361.085,1431.066,1498.413,1561.18,1619.871,1678.119,1741.155,1812.158,1893.761,1983.272,2072.106,2148.416,2204.267,2236.652,2249.759,2251.859,2254.898,2267.973,2294.959,2334.86,2386.164,2445.524,2511.254,2580.753,2657.162,2750.956,2876.186,3041.435,3251.102,3498.031,3764.805,4027.255,4267.341,4479.217,4665.926,4829.476,4974.992,5106.622,5223.376
State of Palestine,931.925,923.891,932.068,948.892,968.699,987.751,1004.288,1018.477,1032.101,1048.133,1069.318,1096.752,1128.577,1159.4,1181.893,1191.381,1184.969,1165.752,1142.224,1126.372,1126.628,1146.321,1182.426,1229.37,1278.559,1323.805,1363.618,1400.121,1434.992,1471.138,1510.717,1554.19,1600.956,1650.926,1703.808,1759.533,1817.981,1879.75,1946.376,2019.825,2101.445,2191,2287.676,2391.399,2501.973,2618.671,2742.534,2872.006,3000.624,3119.868,3224.009,3309.908,3380.161,3441.868,3505.32,3577.956,3662.421,3756.459,3856.692,3957.684,4055.632,4149.654,4241.572,4333.521,4428.634,4529.16,4635.644,4747.233,4862.978,4981.422,5101.416,5222.756
Costa Rica,945.683,972.151,1002.444,1035.862,1071.875,1110.088,1150.271,1192.362,1236.387,1282.503,1330.787,1381.187,1433.346,1486.555,1539.942,1592.834,1645.076,1696.742,1747.69,1797.891,1847.394,1896.074,1944.17,1992.522,2042.242,2094.186,2148.681,2205.618,2264.942,2326.46,2389.973,2455.593,2523.358,2593.015,2664.22,2736.719,2810.245,2884.856,2960.932,3039.015,3119.436,3202.083,3286.525,3372.298,3458.829,3545.524,3632.361,3718.952,3803.893,3885.428,3962.369,4034.074,4100.922,4164.053,4225.156,4285.504,4345.421,4404.626,4463.123,4520.739,4577.371,4633.086,4688.003,4742.111,4795.39,4847.805,4899.336,4949.955,4999.443,5047.561,5094.114,5139.053
Liberia,930.022,943.659,958.7,975.056,992.646,1011.367,1031.135,1051.834,1073.38,1095.67,1118.655,1142.304,1166.651,1191.796,1217.905,1245.104,1273.458,1303.032,1333.98,1366.5,1400.73,1436.74,1474.567,1514.364,1556.288,1600.454,1645.833,1692.155,1740.919,1794.251,1852.991,1918.832,1989.477,2057.232,2111.667,2145.756,2158.434,2153.312,2134.105,2106.429,2075.917,2040.141,2001.612,1976.701,1986.491,2044.657,2160.48,2326.21,2517.472,2699.708,2848.447,2953.928,3024.727,3077.055,3135.654,3218.114,3329.211,3461.911,3607.863,3754.129,3891.357,4017.446,4135.662,4248.337,4359.508,4472.229,4586.788,4702.224,4818.976,4937.374,5057.677,5180.208
Ireland,2912.682,2912.605,2909.049,2901.312,2889.284,2873.41,2854.784,2835.058,2816.353,2801.088,2791.39,2788.526,2792.38,2801.184,2812.226,2823.644,2834.679,2846.351,2860.729,2880.757,2908.43,2944.092,2986.566,3034.327,3085.159,3137.181,3189.867,3242.767,3294.158,3342.005,3384.76,3422.026,3453.785,3479.464,3498.54,3510.978,3516.423,3515.827,3512.179,3509.508,3510.881,3517.704,3529.847,3546.929,3567.918,3592.18,3619.633,3651.096,3687.821,3731.472,3783.095,3842.253,3907.995,3980.077,4058.131,4141.218,4230.619,4324.649,4415.871,4494.572,4554.33,4591.115,4608.199,4615.426,4626.852,4652.42,4695.79,4753.281,4818.694,4882.498,4937.796,4982.904
New Zealand (and dependencies),1929.32,1969.525,2014.634,2062.268,2110.78,2159.03,2206.537,2253.393,2300.197,2347.927,2397.513,2449.237,2502.51,2555.633,2606.153,2652.567,2693.449,2729.588,2764.299,2802.232,2846.442,2898.759,2957.293,3016.489,3068.633,3108.391,3133.623,3146.706,3152.543,3158.244,3169.073,3186.98,3210.542,3237.704,3265.033,3290.253,3312.322,3332.751,3354.794,3382.994,3420.306,3468.457,3525.691,3587.172,3646.078,3697.713,3739.946,3774.624,3805.868,3839.697,3880.379,3929.307,3984.709,4043.779,4102.291,4157.324,4207.808,4254.83,4299.731,4344.688,4391.203,4439.63,4489.24,4539.15,4588.031,4634.965,4679.673,4722.443,4763.578,4803.553,4842.765,4881.196
Central African Republic,1326.66,1341.722,1356.12,1370.516,1385.454,1401.337,1418.483,1437.062,1457.12,1478.677,1501.668,1526.057,1551.908,1579.375,1608.618,1639.706,1673.019,1708.306,1744.198,1778.87,1811.157,1840.517,1867.786,1894.85,1924.386,1958.367,1997.017,2039.914,2087.662,2140.778,2199.359,2264.441,2335.339,2408.322,2478.382,2542.17,2597.765,2646.836,2693.974,2745.735,2806.74,2878.507,2959.236,3046.148,3135.017,3222.662,3308.235,3392.432,3475.485,3558.019,3640.421,3722.016,3802.129,3881.185,3959.883,4038.38,4118.075,4198.004,4273.368,4337.623,4386.765,4418.639,4436.411,4447.945,4464.171,4493.171,4537.683,4596.023,4666.375,4745.179,4829.764,4919.987
New Zealand,1908.011,1947.929,1992.809,2040.237,2088.488,2136.388,2183.46,2229.828,2276.133,2323.404,2372.599,2424.064,2477.192,2530.186,2580.536,2626.649,2667.085,2702.676,2736.821,2774.358,2818.391,2870.817,2929.687,2989.412,3042.175,3082.622,3108.574,3122.406,3128.958,3135.301,3146.61,3164.823,3188.537,3215.732,3243.034,3268.234,3290.304,3310.751,3332.787,3360.956,3398.175,3446.171,3503.194,3564.473,3623.272,3674.94,3717.352,3752.355,3783.976,3818.128,3858.992,3907.941,3963.202,4022.074,4080.421,4135.353,4185.882,4233.046,4278.156,4323.338,4370.06,4418.674,4468.462,4518.519,4567.522,4614.527,4659.265,4702.029,4743.131,4783.062,4822.233,4860.642
Mauritania,651.434,666.806,683.139,700.494,718.871,738.295,758.751,780.219,802.673,826.069,850.377,875.586,901.69,928.742,956.794,985.907,1016.093,1047.345,1079.58,1112.749,1146.776,1181.659,1217.443,1254.156,1291.857,1330.594,1370.364,1411.139,1453.028,1496.174,1540.644,1586.496,1633.655,1681.859,1730.737,1780.033,1829.678,1879.756,1930.427,1981.902,2034.347,2087.914,2142.645,2198.538,2255.52,2313.63,2372.9,2433.567,2496.217,2561.584,2630.217,2702.405,2778.097,2857.15,2939.246,3024.198,3111.908,3202.512,3296.237,3393.408,3494.2,3598.646,3706.555,3817.497,3930.894,4046.304,4163.532,4282.582,4403.312,4525.698,4649.66,4775.11
Panama,859.658,881.345,904.406,928.745,954.313,981.083,1009.04,1038.181,1068.544,1100.139,1133.005,1167.12,1202.447,1238.893,1276.331,1314.679,1353.847,1393.824,1434.676,1476.481,1519.286,1563.093,1607.797,1653.208,1699.056,1745.142,1791.389,1837.804,1884.427,1931.302,1978.489,2025.965,2073.748,2121.863,2170.33,2219.2,2268.5,2318.259,2368.556,2419.424,2470.946,2523.115,2575.949,2629.584,2684.117,2739.667,2796.291,2853.907,2912.318,2971.197,3030.333,3089.641,3149.195,3209.056,3269.356,3330.222,3391.673,3453.671,3516.204,3579.215,3642.691,3706.479,3770.635,3835.447,3901.311,3968.49,4037.073,4106.764,4176.868,4246.44,4314.768,4381.583
Kuwait,153.103,158.01,162.804,167.991,174.148,181.893,191.888,204.89,221.615,242.796,269.026,300.581,337.346,378.756,423.9,472.032,523.169,577.164,632.911,688.972,744.444,798.639,851.918,905.639,961.773,1021.725,1085.866,1153.573,1224.063,1296.077,1368.68,1439.334,1507.636,1576.975,1652.15,1735.278,1832.302,1938.916,2034.85,2092.786,2095.35,2031.297,1912.425,1772.607,1659.304,1605.907,1626.858,1710.257,1831.121,1951.642,2045.123,2103.273,2136.991,2161.626,2200.498,2270.196,2373.661,2504.026,2656.01,2821.041,2991.884,3168.054,3348.852,3526.382,3690.939,3835.588,3956.862,4056.102,4137.314,4207.077,4270.563,4328.553
Croatia,3850.294,3886.22,3922.668,3959.122,3995.137,4030.42,4064.773,4098.126,4130.493,4161.964,4192.641,4222.503,4251.422,4279.061,4304.991,4328.928,4350.817,4370.858,4389.32,4406.606,4423.069,4438.821,4453.985,4469.034,4484.523,4500.871,4518.101,4536.195,4555.413,4576.029,4598.125,4621.42,4645.404,4669.621,4693.424,4716.123,4737.954,4758.154,4773.684,4780.629,4776.37,4760.003,4732.866,4697.537,4657.8,4616.763,4574.888,4532.405,4491.906,4456.446,4428.075,4408.073,4395.802,4388.909,4383.877,4378.066,4370.782,4362.427,4352.639,4341.261,4328.163,4313.098,4295.869,4276.593,4255.518,4232.874,4208.611,4182.847,4156.407,4130.299,4105.268,4081.657
Republic of Moldova,2341.009,2381.3,2431.886,2490.865,2556.459,2627.008,2700.981,2776.93,2853.571,2929.739,3004.446,3076.893,3146.547,3213.083,3276.431,3336.593,3393.047,3445.836,3496.129,3545.651,3595.549,3646.571,3698.23,3749.013,3796.768,3840.046,3878.102,3911.809,3943.33,3975.722,4011.085,4049.874,4091.132,4133.73,4175.932,4216.244,4254.526,4290.484,4322.338,4347.87,4365.562,4375.053,4376.804,4371.155,4358.79,4340.602,4316.225,4286.477,4254.835,4225.835,4202.659,4187.097,4178.228,4173.276,4167.962,4159.296,4146.264,4130.129,4112.886,4097.515,4086.09,4079.167,4075.804,4074.585,4073.407,4070.705,4066.013,4059.687,4051.95,4043.258,4033.963,4024.025
Georgia,3527.008,3555.878,3588.631,3625.614,3667.077,3713.129,3763.77,3818.856,3878.133,3941.249,4007.724,4077.079,4148.733,4222.157,4296.671,4371.527,4446.837,4521.715,4593.315,4658.009,4713.34,4758.161,4793.558,4822.168,4847.869,4873.638,4900.192,4927.251,4955.517,4985.591,5017.827,5051.116,5085.141,5121.801,5163.641,5211.454,5267.233,5327.496,5380.82,5411.983,5410.4,5372.996,5303.925,5208.954,5097.126,4976.252,4846.627,4709.596,4575.396,4456.652,4362.184,4296.981,4258.573,4238.93,4225.811,4210.158,4189.722,4166.86,4142.648,4119.49,4099.096,4081.012,4064.097,4048.701,4035.31,4024.18,4015.457,4008.723,4002.946,3996.762,3989.175,3979.773
Eritrea,822.347,835,849.258,864.893,881.761,899.746,918.849,939.085,960.538,983.337,1007.586,1033.32,1060.489,1088.859,1118.152,1148.188,1178.875,1210.304,1242.633,1276.122,1310.947,1347.18,1384.789,1423.749,1463.986,1505.438,1547.978,1591.622,1636.771,1683.932,1733.423,1784.557,1836.825,1890.556,1946.299,2003.942,2064.803,2127.421,2185.607,2231.144,2258.649,2266.356,2257.593,2238.631,2218.436,2204.227,2196.467,2195.192,2206.439,2237.412,2292.413,2374.721,2481.059,2600.972,2719.809,2826.653,2918.209,2996.54,3062.782,3119.92,3170.437,3213.969,3250.104,3281.453,3311.444,3342.818,3376.558,3412.894,3452.797,3497.117,3546.427,3601.462
Uruguay,2238.501,2261.34,2286.261,2313.211,2342.041,2372.564,2404.491,2437.496,2471.144,2505.007,2538.648,2571.682,2603.883,2635.125,2665.383,2694.537,2722.871,2750.091,2774.761,2795.037,2809.799,2818.283,2821.458,2822.112,2824.095,2830.172,2841.371,2856.958,2875.724,2895.683,2915.389,2934.624,2953.852,2973.048,2992.25,3011.519,3030.651,3049.581,3068.714,3088.603,3109.598,3131.657,3154.459,3177.734,3201.149,3224.275,3247.383,3270.158,3291.053,3308.005,3319.734,3325.471,3326.046,3323.661,3321.486,3321.799,3325.403,3331.753,3340.221,3349.676,3359.273,3368.926,3378.975,3389.436,3400.439,3412.013,3424.139,3436.645,3449.29,3461.731,3473.727,3485.152
Bosnia and Herzegovina,2661.296,2710.653,2764.711,2821.306,2878.842,2936.3,2993.279,3049.928,3106.896,3165.192,3225.664,3288.604,3353.228,3417.573,3478.999,3535.632,3586.63,3632.678,3675.448,3717.476,3760.536,3805.286,3851.153,3897.259,3942.221,3985.107,4025.271,4063.188,4100.355,4138.816,4179.85,4222.479,4265.183,4307.907,4350.566,4392.135,4435.925,4479.516,4509.462,4507.819,4463.422,4369.32,4233.673,4078.94,3936.527,3829.049,3764.419,3736.07,3734.338,3743.353,3751.176,3755.514,3759.389,3762.179,3764.194,3765.332,3765.422,3762.791,3754.261,3735.945,3705.478,3661.173,3604.972,3542.598,3482.106,3429.362,3386.263,3351.534,3323.929,3300.998,3280.815,3263.459
Mongolia,780.199,793.537,807.922,823.068,838.787,855.099,872.163,890.281,909.886,931.487,955.514,982.181,1011.327,1042.387,1074.518,1107.121,1139.962,1173.186,1207.104,1242.213,1278.819,1317.042,1356.673,1397.305,1438.421,1479.646,1520.868,1562.207,1603.91,1646.29,1689.622,1733.475,1777.727,1823.214,1871.089,1921.889,1976.313,2033.351,2089.709,2141.005,2184.139,2217.918,2243.495,2263.196,2280.475,2298.017,2316.571,2335.744,2355.667,2376.228,2397.417,2419.594,2443.261,2468.765,2496.394,2526.429,2558.854,2593.819,2631.899,2673.794,2719.902,2770.357,2824.698,2881.783,2940.111,2998.433,3056.358,3113.788,3170.214,3225.166,3278.292,3329.282
Armenia,1353.502,1381.87,1418.275,1461.425,1510.178,1563.512,1620.594,1680.713,1743.306,1807.908,1874.119,1941.498,2009.524,2077.584,2145.004,2211.316,2276.038,2339.133,2401.142,2462.938,2525.067,2587.716,2650.484,2712.78,2773.75,2832.752,2889.583,2944.375,2997.419,3049.107,3099.759,3148.096,3193.696,3238.592,3285.593,3335.935,3392.264,3451.947,3504.667,3536.473,3538.164,3505.249,3442.82,3363.111,3283.664,3217.349,3168.213,3133.081,3108.691,3089.02,3069.597,3050.686,3033.976,3017.938,3000.715,2981.262,2958.301,2932.615,2907.615,2888.094,2877.314,2876.536,2884.239,2897.593,2912.403,2925.559,2936.147,2944.789,2951.741,2957.728,2963.234,2968.128
